,Timestamp,person,department,role,part,purpose,Please upload the STL file of the part you are printing,MaterialOne,MaterialTwo,AmountOne,AmountTwo,time,Cost,printer,machine
1007,8/16/2018 14:06:28,Student,Engineering Physics,Research,LED Telescope Mount ,Washburn Astronomical Labs,https://drive.google.com/open?id=1ormrIppKb6MyiKmYHNoCHhmDj481bsyQ,PLA,PVA,79.0,17.0,35:59,8.01,Penguin,Ultimaker - Cura
1008,8/17/2018 10:26:22,Student,Mechanical,Personal,an earbud holder I designed, to prevent them from tangling in my backpack ,https://drive.google.com/open?id=1fbaP1MHtqWX_oO6R_U9hNyQaDxLMtRvc,PLA,None,18.0,0.0,03:44,1.21,Great Auk,Ultimaker - Cura
1009,8/17/2018 10:32:05,Student,Mechanical,Personal,an earbud holder I designed,so my earbuds wont get tangled in my backpack ,https://drive.google.com/open?id=1ZHsWZqF6oEhbAM8IwCGaX5K8JZUwUhR3,PLA,None,19.0,0.0,03:35,1.27,Ostrich,Ultimaker - Cura
1010,8/20/2018 10:32:04,Makerspace Staff,Computer Science,Personal,stand for self driving 1/16th scale car,"for a workshop on 3D Printing, machine learning for controls, and using viz lab for HPC","https://drive.google.com/open?id=1YltZrj-a70oM5GnQB1-bbm-wFk0fotQE, https://drive.google.com/open?id=1ZGdM1KP2e-ZC5jgfXHRkDTIPHqqQX2kL",PLA,None,75.0,0.0,09:37,5.03,Weka,Ultimaker - Cura
1011,8/20/2018 10:38:59,Student,Engineering Physics,Personal,Xbox controller steering wheel,Personal Project     ,https://drive.google.com/open?id=13s6MPlbQ0cr5qEf-p0qvYrgoggLs_c0c,PLA,PVA,31.0,19.0,06:49,5.12,Dodo,Ultimaker - Cura
1012,8/20/2018 11:22:57,Student,Biomedical,Research,tissue engineering platform,platform for tissue engineering,https://drive.google.com/open?id=1Cnwj2A5KDidi_47Zdv4fyg_9qU4IpFWH,Dental SG,None,72.47,0.0,04:15,25,AwesomeEmu (Form 2),Form 2 - Preform
1013,8/20/2018 11:32:12,Makerspace Staff,Computer Science,Personal,headphone holder for my desk,brush up on my CAD and 3D printing skillz,https://drive.google.com/open?id=1H38yORedMRBhsecMO-ZqDer1D3RDl-s1,PLA,None,16.0,0.0,01:13,1.07,Cassowary,Ultimaker - Cura
1014,8/20/2018 13:15:01,Makerspace Staff,ECE,MakerSpace,testing the new 3D printer form,testing the new 3D printer form,https://drive.google.com/open?id=1OmxzGwTPPX4ZnHalyXbc8O_PcNP3O8SE,PLA,Black,20.0,0.0,12:32,1.34,Kiwi,Form 2 - Preform
1015,8/20/2018 14:09:10,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1aV2k9GkkzndaMl2YxqMojEVcv9PmOYq8,Fiber (Markforged),None,20.0,0.0,12:24,39.2,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
1016,8/20/2018 14:26:35,Student,Biomedical,Research,Helmet designed for non-human primate MRI scanning,Dr. McMillan's RF Lab,https://drive.google.com/open?id=1ulHhTWKvsmkWW9CtFMPkcCaF9xHCY-Lf,PLA,None,60.0,0.0,00:00,4.02,Kakapo,Ultimaker - Cura
1017,8/20/2018 15:01:38,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1hyXLulJnX7Gcb16lvWkQCyR5XY2B2PgD,PLA,None,20.0,0.0,01:10,1.34,Cassowary,Ultimaker - Cura
1018,8/20/2018 15:37:16,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1T3Jdf35697zgC7Epdib0yqXhrvxLQEo0,PLA,None,20.0,0.0,01:10,1.34,Cassowary,Ultimaker - Cura
1019,8/20/2018 15:39:19,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1rmj7u04TwbJwdnta8lN1yYcjZ8EUJud7,PLA,None,20.0,0.0,01:10,1.34,AwesomeEmu (Form 2),Form 2 - Preform
1020,8/20/2018 15:42:10,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1hTN7RQ5n-cSuH7nbbeDQoCd0_vgK94qs,Onyx,None,20.0,0.0,01:10,5.6,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
1021,8/20/2018 15:45:41,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1QRVqUGLM_XTC6XpTkyc1bww4nWfvuiue,Onyx,None,20.0,0.0,01:10,5.6,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
1022,8/20/2018 15:49:15,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1GMK7oCE1D116ACq_JnT2g7RYRXo8Tqya,Onyx,None,10.0,0.0,01:10,2.8,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
1023,8/20/2018 15:55:47,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1NJZ4yH-V8ZYyNNsEufokarvdhU2wpYey,PLA,None,20.0,0.0,01:10,1.34,Ostrich,Ultimaker - Cura
1024,8/20/2018 15:58:44,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1CFcGF3D2vdxD2FkbIlr3Jq0zC3nNU81Q,PLA,None,20.0,0.0,01:10,1.34,Cassowary,Form 2 - Preform
1025,8/20/2018 16:02:40,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=16wmQvsS17Fi83lGE_KprFKKyTizkhPUH,PLA,None,10.0,0.0,01:10,0.67,Penguin,Ultimaker - Cura
1026,8/20/2018 16:05:59,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1dN_8GHBzY30cDyCjDO0d83cXZAIhzE2_,PLA,None,20.0,0.0,01:10,1.34,Cassowary,Ultimaker - Cura
1027,8/20/2018 16:11:19,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1ZpbBAsEx5AoxGT1GAuBHS6yKThYeu9DW,PLA,None,20.0,0.0,01:10,1.34,Cassowary,Ultimaker - Cura
1028,8/21/2018 13:02:59,Student,Biomedical,Research,percutainious magnetic connectors for electrode cuffs,researching the maxillary nerve,https://drive.google.com/open?id=19Z0uWQ2VIPKiWu2ldhKq4DceFTDaxROz,ABS,PLA,4.0,0.0,01:15,0.31,Cassowary,Ultimaker - Cura
1029,8/21/2018 14:36:53,Student,ECE,Personal,Dungeons and Dragons Miniature,Dungeons and Dragons,https://drive.google.com/open?id=1FQs53HGtWltJ0C4gsEUGBBWYR6xiPH7O,PVA,PLA,5.0,12.0,09:02,1.6,Kakapo,Ultimaker - Cura
1030,8/22/2018 11:11:12,Student,Mechanical,Research,2 DOF Prosthetic Ankle Housing for 120tooth/17tooth gears to mate,to support motors on prosthetic ankle prototype,https://drive.google.com/open?id=1py12E2YsYAvssPtlMrKkErFn1R9gc3l4,PLA,None,77.0,0.0,21:48,5.16,Kakapo,Ultimaker - Cura
1031,8/22/2018 12:13:29,Makerspace Staff,Computer Science,Personal,headphone holder    ,to hold my headphone and bring for 3d printing workshops,https://drive.google.com/open?id=1HSJ8aJld0hmjWM6xQG2oTKPPcJwNRWMw,PLA,None,19.0,0.0,03:53,1.27,Starly,Ultimaker - Cura
1032,8/22/2018 12:41:18,Student,Other - College of Engineering,Personal,Gloomhaven Character Bases,Printing off some pieces for an RPG,https://drive.google.com/open?id=16zmoYgMkS0Q6DERzNCnGkZ3YdWCQtr3Y,PLA,None,39.0,0.0,04:22,2.61,Great Auk,Ultimaker - Cura
1033,8/22/2018 13:13:31,Student,Biomedical,Research,Tissue Engineering Platform,platform for tissue engineering,https://drive.google.com/open?id=15PwCVL79TYisFvrMcU3eyQLCLKTM1_ph,Dental SG,None,38.21,0.0,02:19,13.18,AwesomeEmu (Form 2),Form 2 - Preform
1034,8/22/2018 13:59:36,Student,Other - College of Engineering,Personal,car door handle and holder,my car needs a new door handle,https://drive.google.com/open?id=1H2WyN6bwsL6ZCUOPbv56kZ8Y6JQIeiOD,ABS,None,64.0,0.0,06:57,4.93,Yellow-Bellied-Sapsucker,Form 2 - Preform
1035,8/22/2018 15:32:56,Student,Mechanical,Research,Portal Vein Model Insert,Cardiovascular Fluid Dynamics Lab,https://drive.google.com/open?id=1VeTwlEyv7wiubb_GVVSPqBG62Szvvfy5,PVA,None,41.0,0.0,10:10,6.56,Penguin,Ultimaker - Cura
1036,8/22/2018 15:52:09,Makerspace Staff,ECE,MakerSpace,testing form again  ,testing form again  ,https://drive.google.com/open?id=1ht4BYcFD3DE28SGrtpuNKVzOaOgPX2eC,Tough,None,20.0,0.0,00:00,4.14,AwesomeEmu (Form 2),Form 2 - Preform
1037,8/23/2018 12:05:03,Student,Mechanical,Personal,Guitar Pickup Cover ,Modification Project,https://drive.google.com/open?id=1DilT2ZScW7k0RytPm6Wt3poceyGCa1Oj,PLA,None,6.0,0.0,01:48,0.4,Starly,Ultimaker - Cura
1038,8/23/2018 12:10:44,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1aiY13hi7QqhGQu4JxTeU5L9SjHiXZaUF,Tough,None,20.0,0.0,01:10,4.14,AwesomeEmu (Form 2),Form 2 - Preform
1039,8/23/2018 12:13:05,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=15fn3WVn2Se_la4iuefJmQJm5mAcuaIwO,Tough,None,20.0,0.0,01:10,4.14,AwesomeEmu (Form 2),Form 2 - Preform
1040,8/23/2018 12:16:46,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1t29NmpNmUiME8cFkuwV0_78YQurwxrsp,Tough,None,20.0,0.0,01:10,4.14,AwesomeEmu (Form 2),Form 2 - Preform
1041,8/23/2018 12:22:38,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1J779GrbUY8-KnKXj_k-VbmdOlVNpX6d7,Tough,None,10.0,0.0,01:10,2.07,AwesomeEmu (Form 2),Form 2 - Preform
1042,8/23/2018 12:26:15,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1fKYidTA8ZFvW7ibrTZUqSwmfo_UVm2MC,Tough,None,10.0,0.0,01:10,2.07,AwesomeEmu (Form 2),Form 2 - Preform
1043,8/23/2018 12:36:45,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1n7sszWq7kE-nxbA0yFLVUVteTCX9KY7h,Tough,None,10.0,0.0,01:10,2.07,AwesomeEmu (Form 2),Form 2 - Preform
1044,8/23/2018 13:02:04,Student,Mechanical,Personal,a cord organizer for my desk,to make accessing my cords easier  ,https://drive.google.com/open?id=1xi3rnJNhk-Wjdhh1rCzLAWo7qMPeu6xZ,PLA,None,25.0,0.0,05:57,1.68,BrainyMouse,Ultimaker - Cura
1045,8/23/2018 13:08:01,Student,Mechanical,Personal,an earbud holder I designed ,prevent earbuds from tangling ,https://drive.google.com/open?id=14lJvkjKd00n_a8lit1Q01VrXHAUJdjhe,PLA,None,19.0,0.0,03:35,1.27,Ostrich,Ultimaker - Cura
1046,8/23/2018 13:21:50,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1W0bl8wZzkRlkWlxaOXqiSomVkI6BKULs,Tough,None,10.0,0.0,01:10,2.07,AwesomeEmu (Form 2),Form 2 - Preform
1047,8/23/2018 14:08:10,Makerspace Staff,Engineering Physics,Personal,BWR Fuel Bundle      ,Gift for graduate    ,https://drive.google.com/open?id=10B2RaqUpW-Y8jBFyxFR5tBa5phKCGSxE,PLA,PVA,45.0,1.0,21:17,3.18,CuddlyTurtle,Ultimaker - Cura
1048,8/23/2018 14:22:54,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1rPrbgMb4Ajf1YMOJOkY_WyudZIKKisdm,Black,None,10.0,0.0,01:10,1.72,AwesomeEmu (Form 2),Form 2 - Preform
1049,8/23/2018 14:49:05,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1WAyqDyWXSSUH2a72Yv0hTUq3sPZfzoI5,White,None,10.0,0.0,01:10,1.72,AwesomeEmu (Form 2),Form 2 - Preform
1050,8/23/2018 14:54:34,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1qFBRjRU13eJtw-snFfyKmptljS-5jt2x,Black,None,10.0,0.0,01:10,1.72,BrainyMouse,Form 2 - Preform
1051,8/23/2018 15:00:33,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=1kzRTFrnW_r7h4oeRFBHbhFhbHBVzTDOL,Flexible,None,10.0,0.0,01:10,2.3,CuddlyTurtle,Form 2 - Preform
1052,8/23/2018 15:13:48,Makerspace Staff,ECE,MakerSpace,testing the 3D printer form,testing the 3D printer form,https://drive.google.com/open?id=19DbhAmFTJcANMVr-Uy6fnUFgrafIoql9,Tough,None,10.0,0.0,01:10,2.07,ChivalrousPup,Form 2 - Preform
1053,8/23/2018 15:37:12,Student,Biomedical,Research,6 months worth of percutainious connectors,Research into the maxillary nerve,https://drive.google.com/open?id=1Lh5kp4jeEDRvWsQ-W1OFvulGYkxc1lvk,ABS,None,5.0,0.0,01:43,0.39,Cassowary,Ultimaker - Cura
1054,8/23/2018 15:41:11,Student,Biomedical,Research,magnetic connectors for electrode cuffs,researching the maxillary nerve,https://drive.google.com/open?id=1eY_f8RzahSda8Er5_bXQLvj6haxk9Rcb,ABS,PLA,5.0,0.0,01:43,0.39,Cassowary,Ultimaker - Cura
1055,8/23/2018 15:50:10,Makerspace Staff,ECE,MakerSpace,3DP Form-Ultimaker_v3-01.png,3DP Form-Ultimaker_v3-01.png,https://drive.google.com/open?id=1F2nfOAIRFpFGZbEmeryRkyVJfLtuvKz9,Durable,None,10.0,0.0,01:10,2.07,CarefulShaglet,Form 2 - Preform
1056,8/24/2018 13:09:55,Makerspace Staff,Mechanical,MakerSpace,Table Pegs Rubber Bands,Holds onto the Polycarbohydrates,"https://drive.google.com/open?id=1lomND16VOn1qEsrQ_pBQQmxZ_Blf0P6N, https://drive.google.com/open?id=1pAXqmlwMgivtTOnd_0peRB-TsEBZcV5z",PLA,None,17.0,0.0,01:47,1.14,Cassowary,Ultimaker - Cura
1057,8/24/2018 13:43:48,Makerspace Staff,Other - College of Engineering,Other,Top prototype for TopShop,TopShop              ,https://drive.google.com/open?id=18sGZLCP0Uh_TZacE9zZl53MJhNnf3gOk,PLA,None,6.0,0.0,00:39,0.4,Weka,Ultimaker - Cura
1058,8/24/2018 14:49:05,Makerspace Staff,Mechanical,MakerSpace,top for TopShop     ,TopShop attempt with some better tolerances,"https://drive.google.com/open?id=14_wIEaLPnd_vUmGwTMF7vgQyTjoY1GBj, https://drive.google.com/open?id=1AD1wVd-KMrGHx2JoDOtQ3OrW3OAG4ttb",Clear,None,8.3,0.0,01:30,1.43,ChivalrousPup,Form 2 - Preform
1059,8/24/2018 16:23:25,Makerspace Staff,Mechanical,MakerSpace,lil peg lookin thing,Holds onto a heckin big rubber bando,https://drive.google.com/open?id=1DmTM66w_rgP9ZXmMkj3mT3oMZEgntMZx,PLA,None,11.0,0.0,01:02,0.74,Penguin,Ultimaker - Cura
1060,8/27/2018 16:31:17,Makerspace Staff,Mechanical,MakerSpace,Ultimaker Spool organizer prototype ,Streamlined material storage/inventory,"https://drive.google.com/open?id=11RI7OcVdpWgZ38W9gNj-Aeh_rsO-VkXD, https://drive.google.com/open?id=1Iacjy5eUFmzSYgHy867eyVLJZD4AJ2MC",PLA,None,44.0,0.0,09:02,2.95,Penguin,Ultimaker - Cura
1061,8/27/2018 16:36:47,Student,Computer Science,Other,Just a MESS of character bases,Gloomhaven roleplaying game pieces,https://drive.google.com/open?id=13kVM2k776iCnGEIqNfkTGP_QcJYEFz2S,PLA,None,57.0,0.0,06:17,3.82,Great Auk,Ultimaker - Cura
1062,8/27/2018 21:32:26,Makerspace Staff,ECE,MakerSpace,Testing printer form ,Testing printer form ,https://drive.google.com/open?id=1ns3y4olw8fzpQJQaChZGpMRY4rIE170y,Clear,None,10.0,0.0,01:10,1.72,AwesomeEmu (Form 2),Form 2 - Preform
1063,8/27/2018 21:37:12,Makerspace Staff,ECE,MakerSpace,Testing the printer form,testing the printer form,https://drive.google.com/open?id=1lbGfn0xRZ4Im2AvvRNY-96ZtfYLjdkfk,Clear,None,10.0,0.0,01:10,1.72,CuddlyTurtle,Form 2 - Preform
1064,8/27/2018 21:49:40,Makerspace Staff,ECE,MakerSpace,testing the printer form,testing the printer form,https://drive.google.com/open?id=1Md-6Oezi8-IqLwL6l6FV4LqAS20OIL-a,Black,None,10.0,0.0,01:10,1.72,AwesomeEmu (Form 2),Form 2 - Preform
1065,8/27/2018 23:06:09,Makerspace Staff,ECE,MakerSpace,Check that there is enough material for the print,Check that there is enough material for the print.,https://drive.google.com/open?id=19y70Z2L8izPewivBLsSfIHHfxxJ_Bsc3,PLA,PVA,10.0,1.0,01:10,0.83,Dodo,Ultimaker - Cura
1066,8/28/2018 10:07:46,Makerspace Staff,ECE,MakerSpace,testing the form again,testing the form again,https://drive.google.com/open?id=1BfmpNeD8_uIsCdI4PyNYLmtc1sxulmts,PLA,None,10.0,0.0,01:10,0.67,Penguin,Ultimaker - Cura
1067,8/28/2018 10:13:33,Student,Mechanical,Personal,A lot of knobs. Like a lot,I really dont know yet maybe a pedal or something,https://drive.google.com/open?id=1c5e9DZ1qMjzF_k4luGNWZOuFjNurnslM,PLA,None,17.0,0.0,03:14,1.14,Weka,Ultimaker - Cura
1068,8/28/2018 10:17:31,Student,Mechanical,Personal,A bunch of plastic knobs,Miscellaneous uses for knobs,https://drive.google.com/open?id=1GTwCTP3tboQnlrR8YHvSSBjMzC94BNtT,PLA,None,17.0,0.0,03:14,1.14,Weka,Ultimaker - Cura
1069,8/28/2018 10:38:39,Makerspace Staff,ECE,MakerSpace,testing printer form ,testing printer form,https://drive.google.com/open?id=1wvZmERjhrVTW3cpyuUlqdc0L0yHWgBNV,PLA,None,10.0,0.0,01:10,0.67,Dodo,Ultimaker - Cura
1070,8/28/2018 11:32:54,Makerspace Staff,ECE,MakerSpace,3d printer form testing ,3d printer form testing ,https://drive.google.com/open?id=1XTtc3NSfT1AGoTej55QIqKJ4yuHJkaVV,PLA,PVA,10.0,0.0,01:10,0.67,Ostrich,Ultimaker - Cura
1071,8/28/2018 11:41:08,Makerspace Staff,ECE,MakerSpace,3d printer form testing ,3d printer form testing ,https://drive.google.com/open?id=1l5SjBVOHgBEzPo7rckpc6ACwTR_bi41T,PLA,PVA,10.0,1.0,01:10,0.83,Dodo,Ultimaker - Cura
1072,8/28/2018 11:45:29,Makerspace Staff,ECE,MakerSpace,3d printer form testing ,3d printer form testing ,https://drive.google.com/open?id=1arQZZUsA86a3Me6Dfspq7ViaFHPZXodP,PLA,PVA,10.0,1.0,01:10,0.83,Dodo,Ultimaker - Cura
1073,8/28/2018 13:47:56,Makerspace Staff,Computer Science,MakerSpace,3d printer form testing ,3d printer form testing ,https://drive.google.com/open?id=1pm3MoPwHNgDMilOlrkxzYrlWHc9wJFUd,Onyx,None,10.0,0.0,01:10,2.8,UM-7,Markforged - Eiger (https://www.eiger.io/signin)
1074,8/28/2018 14:19:26,Makerspace Staff,Mechanical,MakerSpace,Lil Aeroplane Dudeboy,3D Printing Gliders Workshop,https://drive.google.com/open?id=1tQoL7BktTFVggGsPDlWUAMbXa8Wg6YrR,Tough,None,27.32,0.0,05:15,5.66,FORM-2,Form 2 - Preform
1075,8/28/2018 15:37:36,Student,ECE,Research,Sample for dielectric constant measurement,Sample for dielectric constant measurement,https://drive.google.com/open?id=1havncK1gCju8A6C7_eyHKluyyLqP6o5X,PLA,ABS,3.0,3.0,01:35,0.43,UM-7,Ultimaker - Cura
1076,8/28/2018 16:00:37,Makerspace Staff,Other - College of Engineering,Other,Test for testing the test,Test of the testing test,https://drive.google.com/open?id=1mSK_5GvbwTz2xKYU2LUv8iFOlqh-jUTD,PLA,PVA,10.0,10.0,10:22,2.27,UM-1,Ultimaker - Cura
1077,8/29/2018 10:54:51,Student,Biomedical,Personal,This part is a small nipple for a flexible insertion,blowing up balloons with a shop vac,https://drive.google.com/open?id=1Dvd0k0JmOrB6_Wck102ERUdg_GXlzNFa,Tough,None,27.69,0.0,04:15,5.73,FORM-5,Form 2 - Preform
1078,8/29/2018 14:27:22,Student,Biomedical,Personal,Daft Punk Helmet LED Ring,Daft Punk Helmet Project,https://drive.google.com/open?id=1GGsEjM0bnOHEoefT7QTMBHUcoCno3lJl,PC,PVA,105.0,12.0,25:29,13.15,UM-9,Ultimaker - Cura
1079,8/29/2018 14:28:28,Student,Biomedical,Personal,Daft Punk Helmet Hand Pieces,Daft Punk Helmet Project,https://drive.google.com/open?id=1gm5NxLLSqn-Ju6fdtf1k6oOpKNMoAEyt,PLA,None,79.0,0.0,18:33,5.29,UM-6,Ultimaker - Cura
1080,8/30/2018 11:22:14,Makerspace Staff,ECE,MakerSpace,hysics For Scientists and Engineers,hysics For Scientists and Engineers,https://drive.google.com/open?id=1nC8E-88l8dTdPW-2DnB8V17x19jV4Qud,PLA,None,12.0,0.0,01:10,0.8,UM-7,Ultimaker - Cura
1081,8/30/2018 11:44:07,Makerspace Staff,ECE,MakerSpace,hysics For Scientist,hysics For Scientist,https://drive.google.com/open?id=1ZeCh3wNyk3PusO75thAEUzXEEQ9Q61Yk,PLA,None,10.0,0.0,01:10,0.67,UM-3,Ultimaker - Cura
1082,8/30/2018 13:02:05,Makerspace Staff,ECE,MakerSpace,testing the 3d form ,testing the 3d form ,https://drive.google.com/open?id=1GzMnW55K1n1H80NjbH2_PhLl45omTc6Y,PLA,PVA,10.0,1.0,01:10,10,UM-7,Ultimaker - Cura
1083,8/30/2018 13:39:07,Faculty,Engineering Physics,Class Project,Part of a scale model of the UW Nuclear Reactor,Class use / Outreach,https://drive.google.com/open?id=1jMdIpH2xSMv4UZKJk3iDDlWiHW192IIY,PLA,None,191.0,0.0,61:08,12.8,UM-8,Ultimaker - Cura
1084,8/30/2018 16:04:06,Makerspace Staff,ECE,MakerSpace,First print of new year,First print of new year,https://drive.google.com/open?id=12PRg4-yH-RiCxY7jcO_2-DS0o4dfmSoB,PLA,None,10.0,0.0,00:20,,UM-10,Ultimaker - Cura
1085,8/30/2018 16:04:06,Makerspace Staff,ECE,MakerSpace,First print of new year,First print of new year,https://drive.google.com/open?id=12PRg4-yH-RiCxY7jcO_2-DS0o4dfmSoB,PLA,None,10.0,0.0,00:20,3.28,UM-10,Ultimaker - Cura
1086,8/31/2018 11:12:37,Student,Biomedical,Personal,Nipples for balloons,To blow up several balloons at once using a vacuum tube,https://drive.google.com/open?id=1F_ZLcwjzcWwLY0nNfI_yYWifUmP-9OyN,Tough,None,49.66,0.0,05:30,10.28,FORM-5,Form 2 - Preform
1087,8/31/2018 11:23:48,Student,Biomedical,Research,a small square with a small raised section,making a mold cavity for insulating an electrical connector,https://drive.google.com/open?id=1WA1wD8cHJyo3wOs48UmteI-TBzf2Tnz1,PLA,None,0.0,0.0,00:02,0,UM-1,Ultimaker - Cura
1088,8/31/2018 12:01:45,Makerspace Staff,Mechanical,MakerSpace,Stratos Glider 3D Print,3D Printing gliders workshop,https://drive.google.com/open?id=1cvU5q7ladPQWgx9mVbhCjU5YcK-S0NPp,ABS,None,9.0,0.0,01:04,0.69,UM-13,Ultimaker - Cura
1089,8/31/2018 13:21:05,Student,Interior Architecture/SOHE,MakerSpace,Sample Material Puck,The board for sample materials to be bolted to,https://drive.google.com/open?id=1rwp08tX8Lu7QrgKd30uSAqPEXhonF2fi,PLA,None,33.0,0.0,05:41,2.21,UM-6,Ultimaker - Cura
1090,8/31/2018 15:13:43,Student,Biological Systems Engineering,Personal,Fixtures to secure avionics,Will be used in a drone,https://drive.google.com/open?id=1iNAZ7kv2BGQ1-2CvrRCk0RHb4S9J24u0,PLA,None,14.0,0.0,05:15,0.94,UM-1,Ultimaker - Cura
1091,8/31/2018 15:22:12,Makerspace Staff,Mechanical,MakerSpace,Peggy Hill the Pegster,"Holds Rubber bands on table
",https://drive.google.com/open?id=1uXuOQG46vYAoaecFKApyVvfTVvxdVFBU,PLA,None,10.0,0.0,00:53,0.67,UM-1,Ultimaker - Cura
1092,9/4/2018 14:54:23,Makerspace Staff,ECE,MakerSpace,testing the 3d printer form,testing the 3d printer form,https://drive.google.com/open?id=1UufA5cYnn3lXrxptbYg91XqqQT5xCUqy,Durable,None,10.0,0.0,04:12,2.07,FORM-2,Form 2 - Preform
1093,9/5/2018 10:08:01,Makerspace Staff,Mechanical,MakerSpace,spool organizer      ,"organizing spools


",https://drive.google.com/open?id=1Co8Kx-QSU0qS2jR7tWxpf42wk8Ru0puA,PLA,None,30.0,0.0,06:06,2.01,UM-5,Ultimaker - Cura
1094,9/5/2018 11:22:34,Student,Biomedical,Personal,Daft Punk Ear LED Mounts,Daft Punk Helmet Costume,https://drive.google.com/open?id=1zBSLAhFcxWpcFQf2KZoer5e7ThVxTPRh,Nylon,None,91.0,0.0,18:45,9.74,UM-11,Ultimaker - Cura
1095,9/5/2018 11:26:21,Student,Biomedical,Personal,Daft Punk Hand Pieces,Daft Punk Helmet Costume,https://drive.google.com/open?id=1D0GNf1et2Yb1jTgyAJnT89OdhqiwxJ47,PLA,None,83.0,0.0,20:34,5.56,UM-6,Ultimaker - Cura
1096,9/5/2018 12:46:52,Student,ECE,Personal,A docking station for an airpods case,To make charging my airpod case easier,https://drive.google.com/open?id=1jdHJ88R4rujwDQE9UvGyJAvRaJnd9yph,PLA,None,37.0,0.0,06:17,2.48,UM-2,Ultimaker - Cura
1097,9/5/2018 15:44:42,Student,Biomedical,Research,Helmet for NHP MR Imaging,Dr. McMillan's RF lab,https://drive.google.com/open?id=1zJgikMEhRwaamjCf1iKmROGnyOGGV8mh,PLA,None,60.0,0.0,10:47,4.02,UM-8,Ultimaker - Cura
1098,9/5/2018 15:55:04,Student,Biomedical,Research,Helmet for NHP MR Imaging,Dr. McMillan's RF Lab,https://drive.google.com/open?id=1VYWS1__OEo5P5G58IxY9dFSCyvtAsqES,PLA,None,74.0,0.0,12:53,4.96,UM-3,Ultimaker - Cura
1099,9/5/2018 18:41:42,Student,Biological Systems Engineering,Personal,avionics fixtures for fuselage,aerial photography drone,https://drive.google.com/open?id=1VEbB0GwNr-El5WocMVU3KvUaOfFK8S91,PLA,PVA,15.0,3.0,07:09,1.49,UM-13,Ultimaker - Cura
1100,9/6/2018 10:32:29,Makerspace Staff,Mechanical,MakerSpace,Test Piece for learning,Learning the 3d Printer,https://drive.google.com/open?id=1oLsj4GmvzpMU08U4W1pZ4ZeC22Mlcj76,PLA,None,3.0,0.0,00:17,0.2,UM-2,Ultimaker - Cura
1101,9/6/2018 10:58:14,Student,Biomedical,Personal,A trusty door stop for the dorm,Holding the door wide open and letting in AC,https://drive.google.com/open?id=1PEBqXWHk4w8VKFdOi-15GJHnL7eCA7St,PLA,None,43.0,0.0,03:05,2.88,UM-8,Ultimaker - Cura
